target_deathrate,incidencerate,medincome,popest2015,povertypercent,studypercap,medianagemale,medianagefemale,percentmarried,pctnohs18_24,pcths18_24,pctbachdeg18_24,pcths25_over,pctbachdeg25_over,pctemployed16_over,pctunemployed16_over,pctprivatecoverage,pctpubliccoverage,pctpubliccoveragealone,pctwhite,pctblack,pctasian,pctotherrace,birthrate
154.1,451.7,55958.0,9.76445534384057,8.9,4.06836597597193,42.3,43.5,57.8,13.0,32.0,7.5,44.1,9.9,68.2,3.6,80.1,29.8,12.8,98.25783972,0.222768036,0.337008054,0.039984006,5.807872282000001
170.1,508.3,45292.0,10.59803375400978,15.7,0.0,41.1,42.9,50.5,16.3,31.1,4.4,35.6,13.8,58.8,6.3,69.8,39.6,20.1,90.88987266,5.456625547000001,0.626740947,0.31834460800000003,5.598682663
156.1,528.4,56551.0,9.747535250762242,7.4,0.0,46.4,50.4,63.0,17.4,22.6,8.9,29.6,19.0,54.5,3.8,77.2,37.2,14.8,97.73678317,0.306477279,0.22985796,0.176813815,7.152406417000001
210.3,443.8,33370.0,8.754318540250866,23.8,0.0,45.7,48.7,42.7,26.7,37.7,9.5,43.3,9.2,46.3,10.6,61.8,36.9,18.5,41.43297381,57.53466872,0.184899846,0.107858243,4.686258936000001
234.9,464.8,28716.0,7.402451520818244,32.3,0.0,44.4,49.9,40.0,16.8,50.3,7.2,43.9,6.3,54.5,12.1,51.4,46.2,22.1,40.03486345,58.86112725,0.522951772,0.290528762,0.56980057
216.4,482.0,34010.0,10.135789041635103,28.2,0.0,35.3,38.5,43.4,46.4,27.2,0.6,38.0,6.9,35.5,7.9,57.2,37.2,20.8,61.03865307,28.98980318,0.34384633600000003,6.61607778,8.461219411
161.2,381.3,32815.0,9.027738775974909,25.4,6.868374072798538,38.4,44.5,43.8,40.8,18.1,1.8,36.5,6.6,42.0,20.6,49.5,44.6,25.4,58.69539341,39.24532794,0.0,1.773598381,3.978779841
159.8,326.4,29244.0,9.70509758756311,33.7,0.0,39.2,43.4,40.1,33.2,50.9,1.2,49.3,5.4,32.4,4.4,41.8,46.0,32.8,57.87646199,40.36306043,0.060916179,1.169590643,2.772573998
218.9,529.5,34604.0,9.117566971823829,29.8,0.0,39.4,41.9,38.7,30.7,29.7,2.7,31.5,6.2,44.1,14.4,40.5,48.1,34.0,36.85010312,61.79311842,0.46673179200000003,0.37989797,4.0118870730000005
199.0,463.0,36973.0,10.71583898057455,24.5,5.4067750385119195,38.2,40.8,45.8,29.3,32.5,7.0,32.7,10.5,49.5,10.5,53.8,39.9,23.7,59.8719436,36.475995000000005,0.86560771,1.0864715329999999,6.247570929
183.9,493.1,36303.0,10.61557914909701,28.6,0.0,33.2,37.9,42.3,17.5,24.9,4.8,33.6,8.7,50.7,5.8,47.9,37.4,24.8,64.25086425,29.74722338,1.372986491,3.167675975,6.308457711
201.3,467.9,34008.0,10.212515179007287,24.5,0.0,34.4,36.1,52.1,25.8,37.5,1.8,39.2,10.5,51.7,9.6,46.3,39.4,26.5,66.40205807,25.69276001,0.9151047409999999,4.318265343999999,4.553734062
193.1,550.7,39453.0,9.322150047028188,18.1,0.0,50.7,54.0,55.0,7.1,19.2,4.5,34.9,13.9,39.4,10.0,61.9,45.5,19.7,95.7962963,0.87037037,0.23148148100000002,0.175925926,7.575757576
193.7,404.5,32536.0,8.822616945344176,27.1,0.0,43.5,42.2,41.6,28.4,45.9,0.0,41.6,10.5,48.8,5.4,51.8,46.3,26.8,70.14196983,29.11860396,0.0,0.310559006,1.448321264
186.0,483.7,41141.0,11.152873396388559,19.5,0.0,34.3,37.4,43.1,19.0,37.6,3.8,35.8,11.1,53.7,11.9,62.4,33.5,18.8,60.320618,34.41416063,1.755557814,1.3925392419999998,6.920828113
197.0,486.8,32171.0,9.01371703047137,31.7,0.0,35.2,43.3,41.8,30.6,20.2,0.3,35.9,7.9,44.9,12.5,44.7,43.3,25.5,55.612856799999996,40.98105061,1.1513552409999999,1.259294795,0.476758045
189.8,490.1,36886.0,9.03491498187007,28.1,0.0,44.2,47.1,44.8,28.8,46.3,0.2,38.7,6.0,36.8,6.7,54.7,42.1,23.6,55.85850276,42.02609002,0.0,0.0,5.2352941180000006
159.3,471.7,40667.0,10.010905949303398,15.1,0.0,51.2,54.5,57.9,27.8,34.0,0.7,33.4,12.2,39.5,13.0,59.5,47.0,23.2,96.16110472,0.464902186,0.7548906790000001,1.035673188,2.147577093
189.5,480.2,34867.0,10.179944356747354,25.9,0.0,39.8,43.0,50.0,24.3,35.9,3.0,35.4,6.9,46.8,11.1,51.6,45.0,27.9,70.30684559999999,28.40395054,0.20355850399999997,0.0,5.6820069779999995
212.7,420.9,39078.0,11.12824779319225,20.0,0.0,39.4,42.1,51.3,20.3,35.3,3.3,37.2,9.7,51.7,8.4,59.8,35.8,20.5,92.37607088,4.583729955,0.37636376899999996,0.6092113929999999,6.366601435
193.3,472.9,52082.0,11.389627248625734,15.6,0.0,37.0,39.3,57.1,14.7,42.0,3.7,35.6,12.5,56.7,7.9,68.9,30.0,15.6,79.61972599,15.98473336,1.252885697,0.620642452,5.68799466
180.1,405.3,34288.0,10.473647554347222,28.8,3.376650126640194,36.1,39.9,48.2,37.6,27.3,5.0,40.8,7.3,46.0,7.2,50.2,42.8,25.3,65.82313915,29.61957282,1.077737032,2.180667917,7.919234299
194.6,397.1,31623.0,8.605387202152153,28.9,0.0,40.2,46.0,39.3,19.5,40.9,6.8,42.3,8.1,44.0,16.4,52.9,42.1,25.8,37.56518612,58.82035605,1.276748786,0.557453695,7.881355932000001
186.4,463.6,36137.0,9.94352523956766,30.2,0.0,37.8,42.1,41.3,21.9,43.1,2.4,41.5,9.4,44.5,12.2,56.9,38.4,22.6,45.59057012,52.61005533,0.519605485,0.27904739,5.967408767999999
205.6,482.8,41093.0,10.293331279741336,25.5,0.0,36.7,38.4,47.6,26.2,32.6,0.4,42.1,7.8,44.9,11.3,53.3,35.8,20.9,74.35931572,20.89795647,0.10317513099999999,2.09012847,5.499843309
143.1,295.7,33893.0,7.88193748927207,22.8,0.0,39.9,41.3,44.6,27.5,15.3,2.7,46.3,4.3,52.6,5.8,56.1,40.6,26.1,43.19852941,55.84558824,0.0,0.955882353,2.646502836
179.9,340.7,30264.0,8.975124239427704,38.9,0.0,36.1,46.2,34.6,30.5,56.1,0.0,54.8,4.0,19.5,10.0,43.4,44.5,31.7,58.10708899,41.65409754,0.0,0.0,5.070993915
144.6,469.0,42126.0,10.251323547807656,16.9,0.0,42.9,46.1,62.7,10.2,33.7,5.1,31.2,12.6,48.9,6.8,63.2,36.7,17.9,94.2859199,2.7275017089999998,0.302256126,1.644417257,3.822835972
182.8,415.7,43731.0,11.554230542786955,20.7,0.0,33.2,36.6,52.2,20.5,31.4,7.4,28.9,8.5,58.0,10.3,54.4,31.8,20.8,88.33127127,3.981402722,1.381263532,4.22401794,6.314687286
195.0,451.7,32722.0,9.089076284483143,30.7,0.0,38.9,41.2,39.7,31.6,37.7,0.5,50.0,5.7,32.9,6.7,51.8,40.7,27.4,59.54079358,37.69505127,0.523851984,1.571555952,2.918781726
210.0,481.7,32042.0,9.197052477649247,26.7,0.0,43.1,46.0,42.7,35.1,35.6,1.8,43.4,8.7,46.7,8.9,55.2,43.4,25.2,53.19787809,42.35812231,0.7406666000000001,2.64237814,7.441634241
178.0,463.9,34512.0,9.122164681072457,23.2,5.795114409302158,40.8,44.0,45.2,13.1,42.5,4.1,51.2,3.9,44.1,7.3,60.5,38.8,23.7,59.56744087,37.81163435,0.010654166000000001,0.27700831,1.8110621630000001
160.0,434.6,40382.0,9.93788897925346,22.6,0.0,39.6,41.2,48.3,23.4,50.2,3.4,41.1,6.5,49.9,9.8,48.9,39.2,25.7,69.21440726,29.68425033,0.269427113,0.179618075,2.3384615380000002
147.6,402.7,51887.0,12.188056321843296,18.1,0.0,40.4,42.0,47.9,12.7,36.7,6.4,31.9,17.3,53.5,8.1,63.9,40.9,25.6,33.38538348,0.691448805,21.97125578,2.082702291,6.030934113
135.0,425.2,73985.0,13.814224731643817,9.8,6.565140540322474,35.0,39.0,50.2,7.0,36.7,9.1,26.4,21.6,57.5,5.6,79.2,30.0,13.8,21.73163798,2.63173938,42.61942454,0.9153831929999999,6.457474102999999
149.4,392.2,58883.0,11.180747992631883,12.3,6.4864492202096455,40.3,43.0,51.8,7.1,43.3,2.7,30.0,18.8,61.0,5.4,72.8,32.5,17.6,33.28837296,0.670100874,35.64018309,0.665796157,4.798813776
139.9,418.3,64916.0,12.011504403277863,13.1,4.646863507992276,38.7,40.9,50.2,12.0,45.5,6.9,31.2,17.6,63.5,6.9,72.3,31.0,18.4,34.89180234,0.6191604039999999,27.45876926,0.870927435,6.34729556
151.6,469.0,57908.0,12.981288173078058,11.6,6.029590917215127,35.0,36.6,53.6,10.4,30.1,11.4,21.4,24.8,61.9,6.6,76.1,23.7,11.1,91.4024158,1.135566142,2.665143317,1.284308301,4.783515756
121.0,431.7,40777.0,8.254268770090183,14.9,0.0,51.2,51.3,55.3,36.7,48.4,2.4,35.4,13.1,45.4,11.3,58.4,43.8,16.4,96.46907216,0.0,0.128865979,0.412371134,9.375
151.5,378.7,44324.0,11.33553174641257,17.4,2.560412465158273,31.8,33.5,51.6,7.7,30.6,6.1,26.6,17.3,58.7,7.2,71.2,29.3,13.8,90.43706043,0.747571887,1.307353715,1.271470265,5.416377859
143.2,363.9,45504.0,8.686598356276965,13.4,0.0,38.9,40.3,64.5,23.8,43.0,2.3,39.0,15.6,54.5,3.3,71.6,32.7,15.7,95.87472638,0.471459842,1.043946792,1.9531907730000002,9.638554217000001
222.2,468.9,46277.0,9.11085147347544,15.7,0.0,45.4,45.5,52.3,15.8,53.5,2.0,40.8,8.0,49.3,10.1,56.2,37.6,20.9,86.78477113,0.473151408,0.539172535,0.132042254,5.089647195
155.8,422.8,47292.0,10.714217748749789,15.0,3.1453223520589906,32.9,32.9,58.9,17.2,41.7,3.0,29.4,12.6,59.5,7.1,65.8,30.9,18.4,86.4558328,0.29290638,0.7069394590000001,4.281278217,7.30438263
94.4,380.7,63490.0,9.980124467074832,10.6,3.8567945982090053,42.4,43.6,59.8,17.5,40.5,8.1,18.0,30.6,70.8,4.1,68.6,23.3,13.8,89.8024309,0.08916420300000001,1.2436059879999999,7.358393167000001,7.863131656
163.9,507.4,50874.0,8.862058677395472,15.6,0.0,52.9,50.8,56.9,19.4,33.2,5.5,27.8,17.5,48.1,10.5,67.9,37.8,13.9,95.20697168,0.537400145,0.34858387799999996,0.087145969,3.7037037039999996
175.5,454.1,45193.0,10.642085995999992,16.2,6.219962190854686,46.6,47.6,57.8,23.8,49.9,3.5,31.4,14.5,48.9,6.2,62.9,36.7,17.8,95.51697268,0.17532752199999999,0.48702089299999995,0.43588369899999996,6.717676047
137.4,420.4,51440.0,11.609053492064449,15.5,3.619910832154391,32.1,32.8,56.8,16.7,40.7,5.6,27.5,19.1,60.8,5.6,70.0,28.7,15.0,90.22340149,0.45552380600000003,0.8377555940000001,5.401343377999999,7.807625299
161.0,394.4,42720.0,9.33423800863242,16.7,0.0,43.7,43.8,61.2,38.9,39.3,0.3,36.8,10.0,44.7,4.7,51.5,38.2,22.3,94.04251437,0.237204635,0.182465104,0.77547669,5.5235350620000006
107.2,351.1,42907.0,7.824845691026856,14.8,0.0,40.9,40.9,56.6,46.3,13.8,0.0,36.5,11.3,46.9,6.8,61.7,35.7,19.1,92.91368262,1.997738409,0.490011308,0.7538635509999999,4.31372549
154.8,458.6,43489.0,12.24278540871206,18.0,4.67315904815966,32.0,33.6,53.8,19.0,40.7,3.1,32.0,12.5,56.3,9.4,58.0,34.9,21.5,90.61335907,0.44138125200000006,0.793279744,4.094590315,6.940188877000001
184.5,431.8,55770.0,8.820404065485645,11.5,0.0,36.1,37.5,66.1,9.8,30.9,3.7,35.5,14.6,62.2,1.5,78.4,28.3,11.6,98.38425382,0.102820212,0.161574618,1.086956522,5.12455516
133.7,345.3,45078.0,10.065053528117518,15.6,0.0,30.9,33.2,60.1,18.5,41.3,1.8,26.9,12.5,59.3,5.7,61.6,29.7,16.9,92.31460482,0.18828362399999998,0.342333861,5.122170397,8.097815192999999
164.7,439.7,41304.0,9.047468439003541,16.6,0.0,47.5,51.9,55.4,29.0,32.0,0.0,34.0,12.1,38.7,7.3,62.0,45.1,19.1,94.04205607,0.16355140199999998,0.443925234,0.759345794,6.401766004
160.5,447.3,42704.0,8.31581113188354,15.7,6.195132669838674,50.4,52.3,62.7,34.5,23.6,3.4,34.8,18.3,49.8,3.3,68.5,33.9,14.0,97.47283892,0.0,0.023618327999999997,0.40151157299999995,3.808180536
180.0,498.1,45049.0,10.16110982226658,14.4,0.0,29.9,31.5,59.8,10.5,44.9,1.4,27.9,11.2,54.5,8.4,68.7,33.2,15.2,84.85195798,2.418338109,3.163323782,4.909264565,8.913784705
136.3,360.0,50545.0,9.478457288933123,10.8,0.0,32.0,32.9,65.0,24.0,49.1,1.3,33.4,14.1,60.5,5.0,69.1,28.4,14.3,96.38376955,0.07743534099999999,0.07743534099999999,1.36286201,9.856115108
140.9,383.5,45578.0,9.458761730474661,15.1,0.0,35.5,37.2,65.3,19.2,39.2,5.6,34.2,14.9,54.6,6.0,67.4,32.4,16.5,93.68868289,0.355349556,0.08497489400000001,2.811896485,6.445533358
190.0,533.0,41688.0,9.73228396147602,15.9,0.0,40.9,47.4,52.2,18.5,55.9,2.8,37.7,11.7,43.2,14.2,56.9,38.1,18.7,94.30398661,0.0,0.75906999,1.4404399019999998,4.495990836
151.5,460.6,44669.0,9.634627234324935,17.1,0.0,35.3,37.2,59.1,23.0,44.2,4.3,33.1,8.9,59.9,3.8,50.5,37.6,22.4,86.43733999,0.07221164599999999,0.597387251,9.440031511,6.793917826
162.0,375.5,39551.0,9.697262571660614,16.3,0.0,47.5,50.4,58.4,25.8,53.6,1.8,37.3,14.9,48.5,6.4,63.1,42.1,17.5,93.86341344,0.14713094699999998,0.275870525,0.232957332,5.367647058999999
136.4,402.5,52428.0,10.20942694125874,11.5,0.0,31.0,31.2,61.8,18.9,39.8,2.1,30.8,15.3,60.9,6.1,68.0,29.9,16.2,93.35622574,0.19408778699999998,0.007464915,3.2509704389999996,6.959459459
147.6,441.3,46513.0,10.035173493361503,15.7,0.0,31.8,32.5,59.9,26.6,39.4,1.6,28.2,10.4,59.9,6.6,50.8,32.6,21.0,91.75826601,0.08387410099999999,0.560632146,4.357038803,8.495681864
173.4,475.2,49061.0,11.920701234775635,12.9,6.266165132227444,37.6,41.3,55.3,16.0,36.8,4.8,28.4,15.7,57.0,7.9,67.8,31.6,14.9,94.37488797,0.364711885,0.878342043,0.375053431,7.001795332
148.9,395.9,43482.0,10.565634141976286,19.9,0.0,27.6,29.9,45.5,2.9,15.2,11.8,19.8,27.8,58.6,7.6,80.5,21.5,9.0,93.00190407,0.6546858289999999,2.253579906,0.550353426,4.020530368
142.6,435.5,37869.0,8.95364003713313,18.2,0.0,51.2,51.2,57.8,12.5,60.0,2.2,33.7,15.5,48.1,6.1,63.2,44.3,18.4,95.78947368,0.346598203,0.410783055,0.410783055,5.332359386
185.6,538.6,39918.0,8.240121298076472,13.7,0.0,46.7,49.2,55.6,41.2,34.0,0.0,34.3,11.1,50.7,6.5,56.4,41.8,16.8,89.19202518,0.078698846,0.577124869,0.419727177,4.80349345
145.9,460.0,44046.0,8.575084669832014,14.1,0.0,34.2,33.6,59.5,16.0,52.3,0.7,38.3,8.2,58.6,6.0,51.1,34.2,21.4,88.6121673,0.0,0.22813688199999999,7.680608365,6.751054852
125.2,376.2,36065.0,10.55252609347001,27.1,0.0,23.8,22.3,53.6,4.3,16.6,5.6,15.8,23.3,56.7,10.2,76.0,21.6,13.5,95.3159616,0.6936385690000001,1.099799557,0.9679291059999999,6.963315217000001
163.5,405.3,46332.0,9.926324786438885,16.8,0.0,34.6,37.0,60.3,15.9,43.9,0.9,29.2,9.2,60.5,4.8,55.7,32.2,18.7,89.35844963,0.29094136800000003,0.369840722,6.972730411000001,5.314458111
180.1,466.9,46214.0,10.597858983395765,14.6,6.110270719625741,39.0,43.7,50.4,8.9,33.8,6.8,30.7,16.7,58.1,6.1,69.8,34.3,14.9,89.75338747,0.392166721,1.008069584,0.253902813,6.338028168999999
141.0,349.5,46503.0,8.362175469149628,13.9,0.0,38.4,39.6,61.0,17.1,61.3,1.6,38.4,10.1,54.5,6.7,74.6,32.9,11.7,96.91401649,0.0,0.0,0.376914016,5.384615385
152.5,446.4,38478.0,9.33353098253138,23.6,0.0,37.4,37.7,51.0,26.8,47.0,2.2,36.9,6.9,49.7,11.7,48.7,35.5,20.6,88.51636748,0.079197466,0.16719465,4.59345301,9.079391892
166.0,457.5,45533.0,10.038761176593697,14.2,6.8688756956134736,36.2,40.7,55.5,27.1,37.2,2.3,33.1,11.4,54.4,10.1,59.4,34.0,18.0,93.29074890000001,0.431718062,0.392070485,1.7885462559999998,8.451001053999999
114.3,385.5,48048.0,8.942330199321866,15.7,0.0,33.4,34.4,55.5,26.1,39.1,0.7,39.8,9.5,57.4,9.4,60.6,36.0,24.4,85.17656189,0.323373432,0.012934936999999999,9.520113827000001,12.93684856
225.1,497.6,36577.0,9.428109506952937,18.9,0.0,46.3,47.7,55.0,23.1,43.3,4.1,36.2,9.7,47.8,11.8,59.9,40.0,18.9,95.28279373,0.318192666,0.572746798,0.19887041600000002,8.244897959
114.2,376.2,57644.0,9.265301930050157,11.6,0.0,35.2,35.3,52.9,23.6,47.1,10.4,20.1,30.3,70.0,8.5,67.5,19.7,12.7,92.34807973,0.233349538,0.145843461,5.269810403999999,7.958199357000001
165.4,471.4,44236.0,11.319049411336588,14.5,6.136224862862835,33.5,35.4,55.7,16.3,28.5,1.3,28.9,12.0,60.2,5.9,65.0,31.1,16.5,92.91160442,0.507474626,1.597420129,2.141142943,8.551754776000001
131.6,410.8,49380.0,9.220686664030326,11.7,0.0,49.4,49.4,50.9,19.5,44.4,0.0,28.6,21.1,53.1,5.7,59.7,40.3,19.4,98.29218107,0.041152263,0.164609053,0.05144032900000001,1.6045845269999999
173.6,481.0,35955.0,9.208839245849916,17.8,0.0,43.6,45.6,54.4,12.8,38.4,2.3,34.4,10.0,45.6,9.7,54.7,40.3,21.4,94.53366584,0.0,0.9276807979999999,1.596009975,8.792924037
167.4,467.4,46061.0,11.11265683176888,14.2,5.540016184782737,39.1,42.4,52.6,14.9,33.3,8.6,36.1,14.1,60.6,6.8,68.1,38.2,20.6,93.11429466,3.784976372,0.8348116459999999,0.535173894,5.866611774
181.1,398.4,30699.0,8.821879862683842,35.6,0.0,38.1,42.2,37.8,14.2,42.4,0.2,35.8,6.1,41.5,13.9,39.5,58.0,39.1,61.62411733,34.42422596,0.312330255,0.29875067899999996,4.373757455
171.7,492.1,49886.0,9.738082108118487,16.2,0.0,38.8,41.6,47.5,11.2,23.8,1.4,39.8,10.4,52.8,6.4,68.1,40.2,22.4,90.75261364,5.556518222999999,0.8086409059999999,0.519840582,5.736868943999999
163.7,447.8,58792.0,10.88904311891194,10.2,0.0,37.3,39.2,55.1,21.3,31.3,9.3,36.0,12.6,60.0,9.7,71.2,30.8,17.2,87.41156153,2.211658094,1.3054539379999999,6.595977791,5.621301775
165.8,520.2,50225.0,8.829079952564836,14.2,0.0,36.5,41.2,37.9,28.9,15.6,15.9,41.9,9.5,46.5,5.4,77.6,29.6,13.8,78.0142878,16.69339554,1.151771395,0.029158768999999998,3.9084842710000003
172.2,486.3,52138.0,10.421924139303453,13.1,7.926576769966946,42.4,44.4,55.4,18.0,38.4,6.0,39.4,11.3,59.1,7.6,70.1,36.8,19.2,94.86149787,0.595046167,0.765059358,2.2336215740000003,5.996296824
152.3,493.0,49689.0,8.496990484098719,12.1,0.0,45.7,48.2,65.4,17.6,19.0,16.8,43.5,10.2,54.5,5.4,70.3,44.8,22.7,98.09961992,0.120024005,0.020004001,0.0,6.910994764
194.4,502.6,50750.0,9.589940513889292,12.6,0.0,46.3,48.5,56.1,15.2,40.6,7.7,43.3,11.2,55.7,8.1,70.5,38.6,17.6,95.74567868,1.226048506,0.42208227299999995,0.850864264,4.903978052
195.3,448.2,46289.0,9.460943436186543,13.2,0.0,37.1,41.2,51.1,16.0,45.2,6.4,46.5,9.8,59.5,8.5,69.9,34.1,18.8,89.45224083,3.5008299380000003,0.24898144,4.496755696,4.770134808
152.5,450.2,47966.0,12.249429025780088,22.6,6.379967292307574,28.2,30.7,39.3,4.3,14.3,14.3,22.8,22.3,59.6,6.5,77.3,24.6,13.5,73.38384378,12.5880855,9.985128738,0.978295734,3.4671907039999996
196.0,535.2,46870.0,10.423560289658782,14.4,0.0,40.4,44.3,51.1,17.2,43.0,4.7,44.1,9.6,54.6,5.4,70.2,38.5,19.5,96.37426901,1.684210526,0.526315789,0.18128655,4.048467569
199.1,467.0,50645.0,9.679093219320265,13.9,0.0,42.1,44.0,57.0,11.9,36.9,11.0,38.2,12.1,57.7,8.5,63.6,43.6,24.4,97.27705922,0.31561359,0.43319512299999996,0.5383996529999999,5.790960452
190.0,521.0,45709.0,9.505171826581176,13.6,0.0,42.1,44.4,56.5,17.7,37.1,11.5,38.6,11.1,57.7,6.7,62.2,46.2,24.8,97.74701811,0.5448387570000001,0.16197909,0.0,6.40518172
167.0,475.8,60556.0,10.53972040711132,9.9,0.0,38.5,42.2,53.0,17.4,25.4,8.6,32.7,15.2,62.7,4.9,80.2,28.1,12.4,93.88067178,3.4459120989999996,0.54312004,0.51675499,3.719306692
176.1,464.1,41319.0,10.86898740842283,22.9,6.167516650636756,32.5,34.1,42.0,6.4,14.8,11.2,32.2,14.1,55.9,9.7,69.2,34.3,19.1,92.93323529,3.459848785,1.004958802,0.18289118899999998,4.437890116
177.0,470.8,55058.0,15.471491731217641,17.1,5.919212934544418,34.7,37.1,41.9,14.9,26.7,15.5,24.0,21.5,59.0,10.7,61.5,32.6,22.0,56.84258229,23.98259642,6.772830076,9.847732972000001,4.9948808389999995
191.5,536.7,45889.0,9.873801242165767,15.2,0.0,40.8,44.7,52.9,18.1,29.3,5.7,33.6,11.9,52.1,6.8,68.1,38.3,19.7,92.93792539,3.561741978,0.404278184,0.204697815,3.962879358
201.4,489.0,49567.0,9.296426320889312,12.2,0.0,40.7,42.7,56.1,14.0,36.1,9.5,37.2,9.8,56.7,7.4,68.1,40.1,21.7,98.11751805,0.210180024,0.849858357,0.0,6.796116505
171.7,485.5,56536.0,11.555534661493144,14.7,3.0039930606047736,29.9,30.9,41.4,5.6,20.4,10.6,26.3,18.6,61.7,10.4,73.3,27.0,16.0,83.73185107,6.914562269,2.444774546,4.381618669,4.533178353
195.5,512.9,55193.0,9.695725103260221,10.9,0.0,40.9,44.7,56.5,16.7,44.7,8.3,38.6,13.7,61.0,7.7,72.5,35.9,17.7,96.18623383,0.5003661220000001,0.07322431,1.122772761,8.025966362
177.5,475.1,52526.0,9.894648603868923,10.0,0.0,37.6,39.4,57.7,29.6,29.7,7.1,36.2,13.5,61.5,6.1,64.6,31.4,15.8,96.44406335,0.48421265,0.640572985,1.144961162,6.28798504
152.7,461.9,80037.0,13.746950092976157,7.9,5.371536718138286,37.4,40.2,55.6,10.1,26.3,18.0,19.0,28.3,65.1,7.0,79.0,22.8,11.7,79.4271785,4.707376947,10.82961097,2.3855023369999997,4.7832766719999995
177.0,461.5,45485.0,9.779340559793246,15.1,0.0,41.9,45.1,56.3,17.6,36.4,6.1,39.2,12.5,54.5,9.6,67.2,40.8,21.1,98.17696754,0.550244553,0.383503779,0.005558026,6.41025641
189.9,517.6,46894.0,8.784927626058323,11.6,0.0,41.6,44.9,55.1,12.0,26.5,7.3,36.8,8.0,56.0,8.3,69.3,39.9,20.0,97.60866296,0.556474658,0.225597834,0.0,9.853733641
129.9,480.8,86413.0,12.266410167313808,6.3,3.8727114870641963,37.3,38.4,62.6,19.3,30.2,11.3,19.3,31.1,63.7,6.2,79.6,16.8,8.1,84.90389123,2.905684992,8.280335922,1.704580199,5.246691229
198.3,493.5,38055.0,10.012879929307324,24.4,0.0,39.6,42.8,52.6,19.2,37.6,3.0,38.3,8.0,45.0,8.4,53.3,42.7,24.7,85.45906829,9.60651289,0.732700136,2.9760289460000005,6.796906797
165.3,476.5,55516.0,13.826018159255998,17.4,5.5916511826409705,33.9,35.7,38.3,13.3,21.6,15.5,18.0,30.0,60.6,9.9,67.8,24.6,15.1,45.64891051,44.06216873,6.309666705,1.48734174,4.41557191
136.4,408.2,40010.0,10.288783966353765,19.7,0.0,44.2,45.9,59.3,25.4,42.9,2.8,35.5,10.9,46.7,10.0,51.5,41.1,22.7,92.35517734,1.1962473409999999,0.44990060299999995,4.600146479,6.54966528
211.1,488.4,39643.0,8.028129059431759,19.4,0.0,38.6,43.0,54.7,14.5,51.7,3.3,44.6,5.1,56.2,7.1,66.6,27.8,12.9,88.37058633,6.932296728,0.0,0.29154519,0.855920114
168.9,449.1,46737.0,11.333559536001907,19.3,3.216050074593778,39.5,41.5,48.9,20.5,39.8,5.4,28.2,16.4,56.2,9.3,58.7,36.2,20.2,66.78247679,25.66213621,1.186645951,3.006985308,5.647184414
191.7,478.8,43880.0,10.943322470501737,17.8,0.0,35.5,38.6,53.8,27.2,36.2,2.8,35.7,8.1,54.4,8.3,56.1,33.9,21.4,90.25568538,4.525040706,1.082502818,2.52822559,6.428197261
199.1,434.1,35237.0,10.134837340397437,26.2,0.0,36.7,41.2,47.3,20.8,38.3,0.8,36.8,7.4,47.7,10.5,44.2,43.4,27.9,64.72685497,28.73667948,0.348611496,4.072416115,3.794871795
177.8,464.0,42823.0,9.723822464203383,24.4,0.0,45.8,49.4,52.7,19.9,37.8,7.4,35.6,12.7,44.5,6.8,54.8,44.2,23.0,59.1941706,36.3419264,0.7103055540000001,2.779988978,6.786885246000001
146.1,439.6,59858.0,13.70549924409102,13.4,3.6033581192781012,33.3,35.6,52.2,17.2,31.8,9.5,23.4,23.3,63.6,8.3,65.2,21.8,13.8,52.2409495,25.37027166,11.02167745,8.122350838,4.8376771430000005
180.5,477.0,40994.0,10.69187672875773,15.3,0.0,38.1,39.3,53.7,20.0,36.2,5.8,34.0,10.1,49.1,7.7,60.3,33.8,18.2,87.82364969,3.848186183,2.196337905,4.293886553,6.010723356000001
153.5,482.4,52238.0,12.173218820659095,16.8,5.5581831377637165,34.4,36.6,52.2,20.6,36.3,3.8,28.1,14.2,58.8,7.5,61.5,29.4,17.1,82.72845314,7.546456928,1.7470571959999999,5.992571149,6.393153226
160.6,349.7,26309.0,9.053920452704881,35.3,0.0,41.2,47.8,30.2,46.6,35.4,4.0,40.6,5.9,28.6,14.6,54.8,45.1,24.5,24.53552528,73.22373607,0.39409976399999996,1.3962391619999999,3.166561115
213.9,500.5,40387.0,10.270038567145066,18.8,4.938988615805524,37.9,41.4,55.2,19.9,39.5,6.1,37.7,8.4,49.6,12.3,58.0,36.9,22.6,91.40556625,4.908104323,0.773674077,1.046735515,6.089508437
139.4,417.0,66249.0,10.415772111538363,9.5,4.1094683280175275,42.2,44.0,56.7,14.2,25.1,8.3,27.4,15.7,56.9,8.0,73.7,28.8,13.6,78.50256285,16.30461313,0.89394679,0.430192824,5.808219178
166.4,425.6,38564.0,10.147805339081744,21.4,0.0,40.8,44.7,52.9,27.7,41.0,5.1,37.9,8.4,46.8,6.2,55.6,38.8,21.8,77.32371166,19.97411562,0.396109499,1.682484901,8.220466516
178.8,475.7,41348.0,9.353574540062091,19.0,0.0,39.7,40.5,52.2,28.4,30.1,5.3,43.2,6.7,49.6,12.1,53.3,39.7,26.3,87.07928037,9.830420935,0.034432297,0.025824222999999997,5.545147996
